rhea,kegg
21165,R00630
21166,R00630
21167,R00630
12048,R02990
12049,R02990
12050,R02990
12051,R02990
12052,R02306
12053,R02306
12054,R02306
12055,R02306
12056,R01825
12057,R01825
12058,R01825
12059,R01825
12060,R04685
12061,R04685
12062,R04685
12063,R04685
12068,R01625
12069,R01625
12070,R01625
12071,R01625
12072,R07309
12073,R07309
12074,R07309
12075,R07309
12076,R01487
12077,R01487
12078,R01487
12079,R01487
12080,R10707
12081,R10707
12082,R10707
12083,R10707
12084,R00868
12085,R00868
12086,R00868
12087,R00868
12088,R01497
12089,R01497
12090,R01497
12091,R01497
12092,R02949
12093,R02949
12094,R02949
12095,R02949
12096,R07303
12097,R07303
12098,R07303
12099,R07303
12100,R09696
12101,R09696
12102,R09696
12103,R09696
12104,R02101
12105,R02101
12106,R02101
12107,R02101
12112,R01972
12113,R01972
12114,R01972
12115,R01972
12116,R07182
12117,R07182
12118,R07182
12119,R07182
12120,R00948
12121,R00948
12122,R00948
12123,R00948
12124,R02416
12125,R02416
12126,R02416
12127,R02416
12128,R00021
12129,R00021
12130,R00021
12131,R00021
12136,R04319
12137,R04319
12138,R04319
12139,R04319
12140,R05806
12141,R05806
12142,R05806
12143,R05806
12144,R06819
12145,R06819
12146,R06819
12147,R06819
12152,R05387
12153,R05387
12154,R05387
12155,R05387
12160,R04049
12161,R04049
12162,R04049
12163,R04049
12164,R01242
12165,R01242
12166,R01242
12167,R01242
12168,R03572
12169,R03572
12170,R03572
12171,R03572
12172,R00765
12173,R00765
12174,R00765
12175,R00765
12176,R04033
12177,R04033
12178,R04033
12179,R04033
12180,R00984
12181,R00984
12182,R00984
12183,R00984
12184,R03707
12185,R03707
12186,R03707
12187,R03707
12188,R01940
12189,R01940
12190,R01940
12191,R01940
12192,R11831
12193,R11831
12194,R11831
12195,R11831
12196,R00761
12197,R00761
12198,R00761
12199,R00761
12200,R07185
12201,R07185
12202,R07185
12203,R07185
12204,R10791
12205,R10791
12206,R10791
12207,R10791
12208,R04141
12209,R04141
12210,R04141
12211,R04141
12212,R05350
12213,R05350
12214,R05350
12215,R05350
12216,R05349
12217,R05349
12218,R05349
12219,R05349
12220,R01088
12221,R01088
12222,R01088
12223,R01088
12228,R00578
12229,R00578
12230,R00578
12231,R00578
12232,R07226
12233,R07226
12234,R07226
12235,R07226
12236,R01720
12237,R01720
12238,R01720
12239,R01720
12240,R07253
12241,R07253
12242,R07253
12243,R07253
12248,R03192
12249,R03192
12250,R03192
12251,R03192
12252,R02595
12253,R02595
12254,R02595
12255,R02595
12256,R00732
12257,R00732
12258,R00732
12259,R00732
12260,R00105
12261,R00105
12262,R00105
12263,R00105
12268,R10064
12269,R10064
12270,R10064
12271,R10064
12272,R02080
12273,R02080
12274,R02080
12275,R02080
12276,R04096
12277,R04096
12278,R04096
12279,R04096
47196,R01178
47197,R01178
47198,R01178
47199,R01178
12280,R05803
12281,R05803
12282,R05803
12283,R05803
12284,R02084
12285,R02084
12286,R02084
12287,R02084
12288,R03162
12289,R03162
12290,R03162
12291,R03162
12292,R03662
12293,R03662
12294,R03662
12295,R03662
12296,R05749
12297,R05749
12298,R05749
12299,R05749
62432,R03019
62433,R03019
62434,R03019
62435,R03019
12304,R03103
12305,R03103
12306,R03103
12307,R03103
12308,R03102
12309,R03102
12310,R03102
12311,R03102
12312,R11164
12313,R11164
12314,R11164
12315,R11164
12316,R03363
12317,R03363
12318,R03363
12319,R03363
12320,R05879
12321,R05879
12322,R05879
12323,R05879
12324,R01266
12325,R01266
12326,R01266
12327,R01266
12336,R01336
12337,R01336
12338,R01336
12339,R01336
12340,R11443
12341,R11443
12342,R11443
12343,R11443
12344,R04109
12345,R04109
12346,R04109
12347,R04109
12348,R06990
12349,R06990
12350,R06990
12351,R06990
12352,R03184
12353,R03184
12354,R03184
12355,R03184
12356,R00772
12357,R00772
12358,R00772
12359,R00772
12360,R04205
12361,R04205
12362,R04205
12363,R04205
12364,R07361
12365,R07361
12366,R07361
12367,R07361
12368,R07153
12369,R07153
12370,R07153
12371,R07153
12372,R03893
12373,R03893
12374,R03893
12375,R03893
12376,R03241
12377,R03241
12378,R03241
12379,R03241
12380,R02293
12381,R02293
12382,R02293
12383,R02293
12384,R00975
12385,R00975
12386,R00975
12387,R00975
12388,R06560
12389,R06560
12390,R06560
12391,R06560
18849,R07371
18850,R07371
18851,R07371
18852,R07371
12396,R07150
12397,R07150
12398,R07150
12399,R07150
12400,R02322
12401,R02322
12402,R02322
12403,R02322
12404,R00503
12405,R00503
12406,R00503
12407,R00503
12408,R10054
12409,R10054
12410,R10054
12411,R10054
12412,R01511
12413,R01511
12414,R01511
12415,R01511
12416,R03046
12417,R03046
12418,R03046
12419,R03046
12420,R03236
12421,R03236
12422,R03236
12423,R03236
12424,R05758
12425,R05758
12426,R05758
12427,R05758
12428,R05399
12429,R05399
12430,R05399
12431,R05399
12432,R04613
12433,R04613
12434,R04613
12435,R04613
12436,R01944
12437,R01944
12438,R01944
12439,R01944
12440,R00715
12441,R00715
12442,R00715
12443,R00715
12444,R02463
12445,R02463
12446,R02463
12447,R02463
12448,R02474
12449,R02474
12450,R02474
12451,R02474
12452,R03479
12453,R03479
12454,R03479
12455,R03479
12456,R02921
12457,R02921
12458,R02921
12459,R02921
12460,R01082
12461,R01082
12462,R01082
12463,R01082
12464,R01192
12465,R01192
12466,R01192
12467,R01192
12472,R05863
12473,R05863
12474,R05863
12475,R05863
12476,R00525
12477,R00525
12478,R00525
12479,R00525
12480,R02271
12481,R02271
12482,R02271
12483,R02271
12484,R07297
12485,R07297
12486,R07297
12487,R07297
22140,R01572
22141,R01572
22142,R01572
22143,R01572
12488,R01544
12489,R01544
12490,R01544
12491,R01544
12492,R00655
12493,R00655
12494,R00655
12495,R00655
12500,R04340
12501,R04340
12502,R04340
12503,R04340
12504,R04339
12505,R04339
12506,R04339
12507,R04339
12508,R03554
12509,R03554
12510,R03554
12511,R03554
12512,R00359
12513,R00359
12514,R00359
12515,R00359
12516,R07649
12517,R07649
12518,R07649
12519,R07649
12524,R02203
12525,R02203
12526,R02203
12527,R02203
12532,R04541
12533,R04541
12534,R04541
12535,R04541
12536,R00691
12537,R00691
12538,R00691
12539,R00691
12540,R03038
12541,R03038
12542,R03038
12543,R03038
12544,R05224
12545,R05224
12546,R05224
12547,R05224
12548,R06954
12549,R06954
12550,R06954
12551,R06954
12552,R02505
12553,R02505
12554,R02505
12555,R02505
12556,R02035
12557,R02035
12558,R02035
12559,R02035
12560,R05769
12561,R05769
12562,R05769
12563,R05769
12568,R03023
12569,R03023
12570,R03023
12571,R03023
12572,R07302
12573,R07302
12574,R07302
12575,R07302
12576,R04491
12577,R04491
12578,R04491
12579,R04491
12580,R01683
12581,R01683
12582,R01683
12583,R01683
12584,R04166
12585,R04166
12586,R04166
12587,R04166
12588,R04584
12589,R04584
12590,R04584
12591,R04584
12593,R01801
12594,R01801
12595,R01801
12596,R01801
12597,R08938
12598,R08938
12599,R08938
12600,R08938
12601,R01939
12602,R01939
12603,R01939
12604,R01939
12605,R05636
12606,R05636
12607,R05636
12608,R05636
12609,R08236
12610,R08236
12611,R08236
12612,R08236
12613,R01109
12614,R01109
12615,R01109
12616,R01109
12617,R08967
12618,R08967
12619,R08967
12620,R08967
12621,R00397
12622,R00397
12623,R00397
12624,R00397
12625,R03323
12626,R03323
12627,R03323
12628,R03323
12629,R03812
12630,R03812
12631,R03812
12632,R03812
12633,R05621
12634,R05621
12635,R05621
12636,R05621
12637,R03380
12638,R03380
12639,R03380
12640,R03380
12641,R01513
12642,R01513
12643,R01513
12644,R01513
12645,R07161
12646,R07161
12647,R07161
12648,R07161
12649,R03942
12650,R03942
12651,R03942
12652,R03942
12653,R00214
12654,R00214
12655,R00214
12656,R00214
12657,R04729
12658,R04729
12659,R04729
12660,R04729
12661,R01923
12662,R01923
12663,R01923
12664,R01923
12665,R04348
12666,R04348
12667,R04348
12668,R04348
12669,R03450
12670,R03450
12671,R03450
12672,R03450
20629,R00164
20630,R00164
20631,R00164
20632,R00164
12673,R02826
12674,R02826
12675,R02826
12676,R02826
12677,R03907
12678,R03907
12679,R03907
12680,R03907
12681,R02922
12682,R02922
12683,R02922
12684,R02922
12685,R05716
12686,R05716
12687,R05716
12688,R05716
12689,R05715
12690,R05715
12691,R05715
12692,R05715
12693,R04091
12694,R04091
12695,R04091
12696,R04091
12697,R02090
12698,R02090
12699,R02090
12700,R02090
12701,R04315
12702,R04315
12703,R04315
12704,R04315
12705,R04190
12706,R04190
12707,R04190
12708,R04190
12709,R03362
12710,R03362
12711,R03362
12712,R03362
12713,R03258
12714,R03258
12715,R03258
12716,R03258
12717,R03478
12718,R03478
12719,R03478
12720,R03478
12721,R01920
12722,R01920
12723,R01920
12724,R01920
12725,R02896
12726,R02896
12727,R02896
12728,R02896
12729,R12003
12730,R12003
12731,R12003
12732,R12003
12733,R03348
12734,R03348
12735,R03348
12736,R03348
12737,R02825
12738,R02825
12739,R02825
12740,R02825
12741,R00123
12742,R00123
12743,R00123
12744,R00123
12745,R03708
12746,R03708
12747,R03708
12748,R03708
12749,R03247
12750,R03247
12751,R03247
12752,R03247
12753,R01039
12754,R01039
12755,R01039
12756,R01039
17493,R01045
17494,R01045
17495,R01045
17496,R01045
12757,R05702
12758,R05702
12759,R05702
12760,R05702
12761,R05180
12762,R05180
12763,R05180
12764,R05180
12765,R01196
12766,R01196
12767,R01196
12768,R01196
12769,R01742
12770,R01742
12771,R01742
12772,R01742
12773,R05468
12774,R05468
12775,R05468
12776,R05468
12777,R02816
12778,R02816
12779,R02816
12780,R02816
12785,R02819
12786,R02819
12787,R02819
12788,R02819
12789,R02820
12790,R02820
12791,R02820
12792,R02820
12793,R05799
12794,R05799
12795,R05799
12796,R05799
12797,R03737
12798,R03737
12799,R03737
12800,R03737
12801,R03744
12802,R03744
12803,R03744
12804,R03744
17989,R00162
17990,R00162
17991,R00162
17992,R00162
12805,R08789
12806,R08789
12807,R08789
12808,R08789
12809,R00080
12810,R00080
12811,R00080
12812,R00080
12813,R00260
12814,R00260
12815,R00260
12816,R00260
12817,R02954
12818,R02954
12819,R02954
12820,R02954
12821,R01066
12822,R01066
12823,R01066
12824,R01066
12825,R07227
12826,R07227
12827,R07227
12828,R07227
12829,R03696
12830,R03696
12831,R03696
12832,R03696
12833,R01581
12834,R01581
12835,R01581
12836,R01581
12837,R01021
12838,R01021
12839,R01021
12840,R01021
12841,R01712
12842,R01712
12843,R01712
12844,R01712
12845,R09722
12846,R09722
12847,R09722
12848,R09722
12849,R03151
12850,R03151
12851,R03151
12852,R03151
12853,R04296
12854,R04296
12855,R04296
12856,R04296
12857,R00262
12858,R00262
12859,R00262
12860,R00262
12861,R02145
12862,R02145
12863,R02145
12864,R02145
12865,R03885
12866,R03885
12867,R03885
12868,R03885
12869,R02013
12870,R02013
12871,R02013
12872,R02013
12877,R07183
12878,R07183
12879,R07183
12880,R07183
12881,R05328
12882,R05328
12883,R05328
12884,R05328
12885,R04082
12886,R04082
12887,R04082
12888,R04082
12889,R02640
12890,R02640
12891,R02640
12892,R02640
12893,R02265
12894,R02265
12895,R02265
12896,R02265
12897,R07202
12898,R07202
12899,R07202
12900,R07202
12901,R02458
12902,R02458
12903,R02458
12904,R02458
12905,R00883
12906,R00883
12907,R00883
12908,R00883
12909,R03071
12910,R03071
12911,R03071
12912,R03071
21068,R00798
21069,R00798
21070,R00798
21071,R00798
12913,R07770
12914,R07770
12915,R07770
12916,R07770
12917,R03820
12918,R03820
12919,R03820
12920,R03820
12921,R00830
12922,R00830
12923,R00830
12924,R00830
12929,R00271
12930,R00271
12931,R00271
12932,R00271
12933,R02262
12934,R02262
12935,R02262
12936,R02262
12937,R01318
12938,R01318
12939,R01318
12940,R01318
12941,R05985
12942,R05985
12943,R05985
12944,R05985
12945,R07311
12946,R07311
12947,R07311
12948,R07311
12949,R03671
12950,R03671
12951,R03671
12952,R03671
12957,R00628
12958,R00628
12959,R00628
12960,R00628
12961,R01365
12962,R01365
12963,R01365
12964,R01365
12965,R01980
12966,R01980
12967,R01980
12968,R01980
12969,R00857
12970,R00857
12971,R00857
12972,R00857
12973,R00127
12974,R00127
12975,R00127
12976,R00127
13749,R00333
13750,R00333
13751,R00333
13752,R00333
12977,R01882
12978,R01882
12979,R01882
12980,R01882
12981,R08678
12982,R08678
12983,R08678
12984,R08678
12985,R05988
12986,R05988
12987,R05988
12988,R05988
12989,R01328
12990,R01328
12991,R01328
12992,R01328
12993,R09252
12994,R09252
12995,R09252
12996,R09252
12997,R03727
12998,R03727
12999,R03727
13000,R03727
13001,R07583
13002,R07583
13003,R07583
13004,R07583
13005,R04713
13006,R04713
13007,R04713
13008,R04713
13009,R01959
13010,R01959
13011,R01959
13012,R01959
13013,R02791
13014,R02791
13015,R02791
13016,R02791
13017,R00966
13018,R00966
13019,R00966
13020,R00966
13021,R05274
13022,R05274
13023,R05274
13024,R05274
13029,R01203
13030,R01203
13031,R01203
13032,R01203
13033,R03240
13034,R03240
13035,R03240
13036,R03240
13037,R00088
13038,R00088
13039,R00088
13040,R00088
13041,R03673
13042,R03673
13043,R03673
13044,R03673
13045,R06291
13046,R06291
13047,R06291
13048,R06291
13049,R01482
13050,R01482
13051,R01482
13052,R01482
13053,R00692
13054,R00692
13055,R00692
13056,R00692
13057,R02597
13058,R02597
13059,R02597
13060,R02597
13061,R11946
13062,R11946
13063,R11946
13064,R11946
13065,R00086
13066,R00086
13067,R00086
13068,R00086
23680,R02319
23681,R02319
23682,R02319
23683,R02319
13069,R01468
13070,R01468
13071,R01468
13072,R01468
13073,R03409
13074,R03409
13075,R03409
13076,R03409
13077,R03841
13078,R03841
13079,R03841
13080,R03841
13081,R01076
13082,R01076
13083,R01076
13084,R01076
13085,R04364
13086,R04364
13087,R04364
13088,R04364
13089,R05712
13090,R05712
13091,R05712
13092,R05712
13097,R10208
13098,R10208
13099,R10208
13100,R10208
13101,R02914
13102,R02914
13103,R02914
13104,R02914
13105,R01043
13106,R01043
13107,R01043
13108,R01043
13109,R04046
13110,R04046
13111,R04046
13112,R04046
13113,R04047
13114,R04047
13115,R04047
13116,R04047
13117,R03134
13118,R03134
13119,R03134
13120,R03134
13121,R02412
13122,R02412
13123,R02412
13124,R02412
13125,R01111
13126,R01111
13127,R01111
13128,R01111
13129,R05324
13130,R05324
13131,R05324
13132,R05324
13133,R01018
13134,R01018
13135,R01018
13136,R01018
13137,R05760
13138,R05760
13139,R05760
13140,R05760
13141,R01181
13142,R01181
13143,R01181
13144,R01181
13145,R10829
13146,R10829
13147,R10829
13148,R10829
13149,R00282
13150,R00282
13151,R00282
13152,R00282
13153,R01749
13154,R01749
13155,R01749
13156,R01749
13157,R01750
13158,R01750
13159,R01750
13160,R01750
13161,R01465
13162,R01465
13163,R01465
13164,R01465
13169,R01087
13170,R01087
13171,R01087
13172,R01087
13173,R05746
13174,R05746
13175,R05746
13176,R05746
13177,R05378
13178,R05378
13179,R05378
13180,R05378
13185,R00084
13186,R00084
13187,R00084
13188,R00084
13189,R03467
13190,R03467
13191,R03467
13192,R03467
13193,R07405
13194,R07405
13195,R07405
13196,R07405
13197,R05775
13198,R05775
13199,R05775
13200,R05775
13201,R00565
13202,R00565
13203,R00565
13204,R00565
13205,R08845
13206,R08845
13207,R08845
13208,R08845
13213,R00714
13214,R00714
13215,R00714
13216,R00714
13217,R00713
13218,R00713
13219,R00713
13220,R00713
13221,R02246
13222,R02246
13223,R02246
13224,R02246
13233,R02147
13234,R02147
13235,R02147
13236,R02147
19805,R08368
19806,R08368
19807,R08368
19808,R08368
13237,R00768
13238,R00768
13239,R00768
13240,R00768
13241,R03161
13242,R03161
13243,R03161
13244,R03161
13245,R00479
13246,R00479
13247,R00479
13248,R00479
13249,R05689
13250,R05689
13251,R05689
13252,R05689
13253,R03428
13254,R03428
13255,R03428
13256,R03428
13265,R03477
13266,R03477
13267,R03477
13268,R03477
13269,R01498
13270,R01498
13271,R01498
13272,R01498
13273,R04643
13274,R04643
13275,R04643
13276,R04643
13277,R09592
13278,R09592
13279,R09592
13280,R09592
13281,R04203
13282,R04203
13283,R04203
13284,R04203
13285,R00894
13286,R00894
13287,R00894
13288,R00894
13289,R01007
13290,R01007
13291,R01007
13292,R01007
13301,R02693
13302,R02693
13303,R02693
13304,R02693
13305,R02380
13306,R02380
13307,R02380
13308,R02380
13309,R05699
13310,R05699
13311,R05699
13312,R05699
13313,R00610
13314,R00610
13315,R00610
13316,R00610
13317,R01751
13318,R01751
13319,R01751
13320,R01751
13321,R01211
13322,R01211
13323,R01211
13324,R01211
13325,R00421
13326,R00421
13327,R00421
13328,R00421
13329,R03748
13330,R03748
13331,R03748
13332,R03748
13333,R02730
13334,R02730
13335,R02730
13336,R02730
13337,R01484
13338,R01484
13339,R01484
13340,R01484
13341,R12238
13342,R12238
13343,R12238
13344,R12238
13345,R09844
13346,R09844
13347,R09844
13348,R09844
13349,R05759
13350,R05759
13351,R05759
13352,R05759
13353,R11621
13354,R11621
13355,R11621
13356,R11621
13357,R01608
13358,R01608
13359,R01608
13360,R01608
13361,R00856
13362,R00856
13363,R00856
13364,R00856
13369,R08199
13370,R08199
13371,R08199
13372,R08199
13377,R00949
13378,R00949
13379,R00949
13380,R00949
13381,R00393
13382,R00393
13383,R00393
13384,R00393
13385,R03747
13386,R03747
13387,R03747
13388,R03747
13389,R02488
13390,R02488
13391,R02488
13392,R02488
13397,R05099
13398,R05099
13399,R05099
13400,R05099
13401,R03265
13402,R03265
13403,R03265
13404,R03265
13405,R01617
13406,R01617
13407,R01617
13408,R01617
13409,R07605
13410,R07605
13411,R07605
13412,R07605
13413,R01568
13414,R01568
13415,R01568
13416,R01568
13417,R03787
13418,R03787
13419,R03787
13420,R03787
13421,R02769
13422,R02769
13423,R02769
13424,R02769
13425,R02171
13426,R02171
13427,R02171
13428,R02171
13429,R05633
13430,R05633
13431,R05633
13432,R05633
13433,R02485
13434,R02485
13435,R02485
13436,R02485
13437,R02256
13438,R02256
13439,R02256
13440,R02256
13441,R07634
13442,R07634
13443,R07634
13444,R07634
13445,R02973
13446,R02973
13447,R02973
13448,R02973
13449,R08198
13450,R08198
13451,R08198
13452,R08198
13453,R02159
13454,R02159
13455,R02159
13456,R02159
13457,R01701
13458,R01701
13459,R01701
13460,R01701
13465,R04211
13466,R04211
13467,R04211
13468,R04211
13469,R01413
13470,R01413
13471,R01413
13472,R01413
13473,R00675
13474,R00675
13475,R00675
13476,R00675
13477,R00676
13478,R00676
13479,R00676
13480,R00676
13481,R03659
13482,R03659
13483,R03659
13484,R03659
13485,R04338
13486,R04338
13487,R04338
13488,R04338
13489,R02880
13490,R02880
13491,R02880
13492,R02880
13497,R05661
13498,R05661
13499,R05661
13500,R05661
13501,R04385
13502,R04385
13503,R04385
13504,R04385
13505,R01022
13506,R01022
13507,R01022
13508,R01022
13509,R00416
13510,R00416
13511,R00416
13512,R00416
13513,R01869
13514,R01869
13515,R01869
13516,R01869
18073,R01868
18074,R01868
18075,R01868
18076,R01868
13517,R02094
13518,R02094
13519,R02094
13520,R02094
13521,R00197
13522,R00197
13523,R00197
13524,R00197
15089,R00297
15090,R00297
15091,R00297
15092,R00297
13525,R03818
13526,R03818
13527,R03818
13528,R03818
13529,R03693
13530,R03693
13531,R03693
13532,R03693
13537,R05768
13538,R05768
13539,R05768
13540,R05768
13545,R10562
13546,R10562
13547,R10562
13548,R10562
13549,R01951
13550,R01951
13551,R01951
13552,R01951
13553,R01092
13554,R01092
13555,R01092
13556,R01092
13557,R00497
13558,R00497
13559,R00497
13560,R00497
13561,R02755
13562,R02755
13563,R02755
13564,R02755
13565,R04042
13566,R04042
13567,R04042
13568,R04042
13569,R04615
13570,R04615
13571,R04615
13572,R04615
13569,R06011
13570,R06011
13571,R06011
13572,R06011
13573,R04343
13574,R04343
13575,R04343
13576,R04343
13577,R02042
13578,R02042
13579,R02042
13580,R02042
13581,R04291
13582,R04291
13583,R04291
13584,R04291
13585,R01688
13586,R01688
13587,R01688
13588,R01688
60168,R12793
60169,R12793
60170,R12793
60171,R12793
13589,R04138
13590,R04138
13591,R04138
13592,R04138
13597,R01418
13598,R01418
13599,R01418
13600,R01418
13601,R03290
13602,R03290
13603,R03290
13604,R03290
13609,R05802
13610,R05802
13611,R05802
13612,R05802
13613,R00764
13614,R00764
13615,R00764
13616,R00764
13617,R01401
